constituency,polling_booth,votes_cast,turnout_percentage,NOTA_votes,timestamp
Noida-4,C0072-B033,725,63.43,27,2024-05-13T15:17:00
Noida-4,C0072-B034,668,59.92,6,2024-05-13T16:07:00
Noida-4,C0072-B035,636,64.59,3,2024-05-13T10:06:00
Kolkata-1,C0073-B001,1406,77.02,63,2024-05-13T12:29:00
Kolkata-1,C0073-B002,832,79.16,21,2024-05-13T07:02:00
Kolkata-1,C0073-B003,817,74.3,40,2024-05-13T13:02:00
Kolkata-1,C0073-B004,651,68.86,29,2024-05-13T13:42:00
Kolkata-1,C0073-B005,683,74.3,3,2024-05-13T15:03:00
Kolkata-1,C0073-B006,649,68.27,19,2024-05-13T14:15:00
Kolkata-1,C0073-B007,971,74.06,10,2024-05-13T15:35:00
Kolkata-1,C0073-B008,679,76.53,13,2024-05-13T11:19:00
Kolkata-1,C0073-B009,905,72.58,36,2024-05-13T13:13:00
Kolkata-1,C0073-B010,575,68.45,9,2024-05-13T10:34:00
Kolkata-1,C0073-B011,621,73.36,30,2024-05-13T10:57:00
Kolkata-1,C0073-B012,973,74.44,16,2024-05-13T12:30:00
Kolkata-1,C0073-B013,910,74.12,28,2024-05-13T15:34:00
Kolkata-1,C0073-B014,930,76.08,49,2024-05-13T15:37:00
Kolkata-1,C0073-B015,789,72.4,31,2024-05-13T08:46:00
Kolkata-1,C0073-B016,1144,86.48,9,2024-05-13T15:23:00
Kolkata-1,C0073-B017,617,74.13,19,2024-05-13T08:12:00
Kolkata-1,C0073-B018,701,74.84,9,2024-05-13T09:31:00
Kolkata-1,C0073-B019,733,65.87,19,2024-05-13T12:53:00
Kolkata-1,C0073-B020,782,74.15,10,2024-05-13T07:17:00
Kolkata-1,C0073-B021,1012,85.62,60,2024-05-13T13:35:00
Kolkata-1,C0073-B022,764,70.05,20,2024-05-13T13:40:00
Kolkata-1,C0073-B023,750,67.48,32,2024-05-13T16:51:00
Kolkata-1,C0073-B024,752,73.8,9,2024-05-13T12:38:00
Kolkata-1,C0073-B025,814,69.85,11,2024-05-13T12:56:00
Kolkata-1,C0073-B026,823,70.65,46,2024-05-13T11:18:00
Kolkata-1,C0073-B027,548,62.92,9,2024-05-13T13:47:00
Kolkata-1,C0073-B028,1117,69.53,31,2024-05-13T07:12:00
Kolkata-1,C0073-B029,1139,82.86,26,2024-05-13T12:13:00
Kolkata-1,C0073-B030,876,68.45,37,2024-05-13T08:35:00
Kolkata-1,C0073-B031,815,69.66,10,2024-05-13T16:32:00
Kolkata-1,C0073-B032,1046,73.38,54,2024-05-13T17:14:00
Kolkata-1,C0073-B033,246,50.42,9,2024-05-13T12:16:00
Kolkata-1,C0073-B034,637,69.12,35,2024-05-13T07:50:00
Kolkata-1,C0073-B035,747,67.15,32,2024-05-13T08:54:00
Kolkata-2,C0074-B001,704,80.97,6,2024-05-13T12:59:00
Kolkata-2,C0074-B002,859,77.1,26,2024-05-13T13:10:00
Kolkata-2,C0074-B003,812,78.73,12,2024-05-13T13:06:00
Kolkata-2,C0074-B004,937,83.04,25,2024-05-13T12:08:00
Kolkata-2,C0074-B005,765,63.52,25,2024-05-13T15:34:00
Kolkata-2,C0074-B006,844,74.05,37,2024-05-13T15:43:00
Kolkata-2,C0074-B007,1008,74.71,27,2024-05-13T08:11:00
Kolkata-2,C0074-B008,861,75.46,16,2024-05-13T10:54:00
Kolkata-2,C0074-B009,827,74.57,33,2024-05-13T13:47:00
Kolkata-2,C0074-B010,755,75.07,28,2024-05-13T14:16:00
Kolkata-2,C0074-B011,833,66.79,46,2024-05-13T17:53:00
Kolkata-2,C0074-B012,652,73.71,31,2024-05-13T07:18:00
Kolkata-2,C0074-B013,780,74.64,25,2024-05-13T11:03:00
Kolkata-2,C0074-B014,955,70.55,18,2024-05-13T14:10:00
Kolkata-2,C0074-B015,640,79.65,12,2024-05-13T15:44:00
Kolkata-2,C0074-B016,744,75.9,32,2024-05-13T09:00:00
Kolkata-2,C0074-B017,929,75.98,21,2024-05-13T14:14:00
Kolkata-2,C0074-B018,798,72.56,21,2024-05-13T07:49:00
Kolkata-2,C0074-B019,435,68.17,3,2024-05-13T10:58:00
Kolkata-2,C0074-B020,725,79.78,18,2024-05-13T11:39:00
Kolkata-2,C0074-B021,753,74.49,43,2024-05-13T17:53:00
Kolkata-2,C0074-B022,823,82.73,29,2024-05-13T13:58:00
Kolkata-2,C0074-B023,1205,82.03,36,2024-05-13T14:02:00
Kolkata-2,C0074-B024,795,72.75,11,2024-05-13T12:22:00
Kolkata-2,C0074-B025,584,82.85,14,2024-05-13T08:09:00
Kolkata-2,C0074-B026,1184,85.51,70,2024-05-13T10:19:00
Kolkata-2,C0074-B027,910,78.95,14,2024-05-13T14:48:00
Kolkata-2,C0074-B028,955,74.04,28,2024-05-13T17:42:00
Kolkata-2,C0074-B029,1007,85.65,33,2024-05-13T12:49:00
Kolkata-2,C0074-B030,808,72.8,35,2024-05-13T14:50:00
Kolkata-2,C0074-B031,1220,81.24,51,2024-05-13T07:56:00
Kolkata-2,C0074-B032,520,74.35,24,2024-05-13T14:45:00
Kolkata-2,C0074-B033,846,75.79,11,2024-05-13T16:22:00
Kolkata-2,C0074-B034,928,71.15,19,2024-05-13T16:57:00
Kolkata-2,C0074-B035,715,74.71,8,2024-05-13T15:45:00
Kolkata-3,C0075-B001,708,68.03,33,2024-05-13T11:35:00
Kolkata-3,C0075-B002,932,78.2,48,2024-05-13T12:53:00
Kolkata-3,C0075-B003,517,64.08,11,2024-05-13T09:40:00
Kolkata-3,C0075-B004,637,61.66,9,2024-05-13T16:13:00
Kolkata-3,C0075-B005,780,69.17,30,2024-05-13T12:16:00
Kolkata-3,C0075-B006,671,62.1,27,2024-05-13T11:45:00
Kolkata-3,C0075-B007,408,61.37,8,2024-05-13T11:31:00
Kolkata-3,C0075-B008,838,64.38,20,2024-05-13T07:30:00
Kolkata-3,C0075-B009,809,83.5,20,2024-05-13T15:07:00
Kolkata-3,C0075-B010,454,65.19,5,2024-05-13T10:37:00
Kolkata-3,C0075-B011,655,73.16,9,2024-05-13T14:02:00
Kolkata-3,C0075-B012,1014,75.78,14,2024-05-13T10:25:00
Kolkata-3,C0075-B013,589,59.83,29,2024-05-13T14:47:00
Kolkata-3,C0075-B014,730,80.31,42,2024-05-13T14:53:00
Kolkata-3,C0075-B015,750,72.35,27,2024-05-13T11:43:00
Kolkata-3,C0075-B016,624,67.35,6,2024-05-13T13:56:00
Kolkata-3,C0075-B017,764,62.85,23,2024-05-13T11:18:00
Kolkata-3,C0075-B018,1030,65.51,23,2024-05-13T15:29:00
Kolkata-3,C0075-B019,608,77.68,26,2024-05-13T10:07:00
Kolkata-3,C0075-B020,708,65.88,27,2024-05-13T08:21:00
Kolkata-3,C0075-B021,872,65.85,15,2024-05-13T15:59:00
Kolkata-3,C0075-B022,641,68.19,7,2024-05-13T14:51:00
Kolkata-3,C0075-B023,736,74.02,30,2024-05-13T09:34:00
Kolkata-3,C0075-B024,683,62.37,19,2024-05-13T09:34:00
Kolkata-3,C0075-B025,923,65.61,40,2024-05-13T16:28:00
Kolkata-3,C0075-B026,706,65.32,41,2024-05-13T09:46:00
Kolkata-3,C0075-B027,546,67.62,28,2024-05-13T15:12:00
Kolkata-3,C0075-B028,715,76.32,7,2024-05-13T17:57:00
Kolkata-3,C0075-B029,706,75.81,24,2024-05-13T17:22:00
Kolkata-3,C0075-B030,678,73.25,32,2024-05-13T07:40:00
Kolkata-3,C0075-B031,731,64.82,19,2024-05-13T07:29:00
Kolkata-3,C0075-B032,903,74.1,16,2024-05-13T09:53:00
Kolkata-3,C0075-B033,535,73.1,26,2024-05-13T12:17:00
Kolkata-3,C0075-B034,725,64.11,16,2024-05-13T12:47:00
Kolkata-3,C0075-B035,583,61.24,25,2024-05-13T17:21:00
Kolkata-4,C0076-B001,636,70.05,6,2024-05-13T16:35:00
Kolkata-4,C0076-B002,704,65.98,18,2024-05-13T16:56:00
Kolkata-4,C0076-B003,777,71.34,20,2024-05-13T11:42:00
Kolkata-4,C0076-B004,675,63.23,4,2024-05-13T13:42:00
Kolkata-4,C0076-B005,601,57.56,15,2024-05-13T15:53:00
Kolkata-4,C0076-B006,856,68.66,35,2024-05-13T11:02:00
Kolkata-4,C0076-B007,747,72.52,34,2024-05-13T12:41:00
Kolkata-4,C0076-B008,956,70.78,29,2024-05-13T17:36:00
Kolkata-4,C0076-B009,1009,71.11,39,2024-05-13T13:19:00
Kolkata-4,C0076-B010,478,65.1,17,2024-05-13T11:42:00
Kolkata-4,C0076-B011,1001,69.05,8,2024-05-13T11:03:00
Kolkata-4,C0076-B012,743,55.14,42,2024-05-13T07:50:00
Kolkata-4,C0076-B013,677,75.46,23,2024-05-13T15:45:00
Kolkata-4,C0076-B014,475,70.77,6,2024-05-13T07:31:00
Kolkata-4,C0076-B015,726,68.69,25,2024-05-13T09:11:00
Kolkata-4,C0076-B016,547,67.28,26,2024-05-13T12:04:00
Kolkata-4,C0076-B017,798,64.96,36,2024-05-13T12:16:00
Kolkata-4,C0076-B018,889,70.12,6,2024-05-13T10:15:00
Kolkata-4,C0076-B019,779,76.42,35,2024-05-13T13:50:00
Kolkata-4,C0076-B020,966,72.03,48,2024-05-13T14:06:00
Kolkata-4,C0076-B021,791,75.5,42,2024-05-13T09:59:00
Kolkata-4,C0076-B022,864,68.81,12,2024-05-13T14:18:00
Kolkata-4,C0076-B023,1076,85.49,17,2024-05-13T16:38:00
Kolkata-4,C0076-B024,845,66.99,7,2024-05-13T12:14:00
Kolkata-4,C0076-B025,833,71.04,24,2024-05-13T15:29:00
Kolkata-4,C0076-B026,1154,76.56,45,2024-05-13T14:42:00
Kolkata-4,C0076-B027,779,75.75,35,2024-05-13T14:17:00
Kolkata-4,C0076-B028,895,67.74,7,2024-05-13T16:17:00
Kolkata-4,C0076-B029,707,69.62,35,2024-05-13T14:47:00
Kolkata-4,C0076-B030,833,71.28,23,2024-05-13T11:32:00
Kolkata-4,C0076-B031,900,74.32,14,2024-05-13T14:20:00
Kolkata-4,C0076-B032,931,69.63,24,2024-05-13T07:37:00
Kolkata-4,C0076-B033,438,66.77,18,2024-05-13T17:01:00
Kolkata-4,C0076-B034,601,67.6,10,2024-05-13T11:05:00
Kolkata-4,C0076-B035,818,68.56,9,2024-05-13T10:52:00
Howrah-1,C0077-B001,688,79.55,5,2024-05-13T11:10:00
Howrah-1,C0077-B002,726,70.85,20,2024-05-13T08:45:00
Howrah-1,C0077-B003,494,67.12,5,2024-05-13T11:39:00
Howrah-1,C0077-B004,774,60.42,40,2024-05-13T17:41:00
Howrah-1,C0077-B005,538,72.25,8,2024-05-13T14:33:00
Howrah-1,C0077-B006,1339,90.08,43,2024-05-13T11:45:00
Howrah-1,C0077-B007,409,68.87,18,2024-05-13T16:37:00
Howrah-1,C0077-B008,705,60.22,16,2024-05-13T10:24:00
Howrah-1,C0077-B009,714,69.0,18,2024-05-13T14:56:00
Howrah-1,C0077-B010,986,69.4,44,2024-05-13T16:52:00
Howrah-1,C0077-B011,738,74.64,21,2024-05-13T14:51:00
Howrah-1,C0077-B012,881,66.21,36,2024-05-13T15:02:00
Howrah-1,C0077-B013,938,75.12,27,2024-05-13T17:49:00
Howrah-1,C0077-B014,709,74.13,30,2024-05-13T17:10:00
Howrah-1,C0077-B015,694,66.18,17,2024-05-13T14:15:00
Howrah-1,C0077-B016,690,71.61,5,2024-05-13T15:18:00
Howrah-1,C0077-B017,719,68.55,30,2024-05-13T09:28:00
Howrah-1,C0077-B018,1058,72.76,50,2024-05-13T15:20:00
Howrah-1,C0077-B019,1022,77.88,40,2024-05-13T17:53:00
Howrah-1,C0077-B020,832,77.4,30,2024-05-13T14:56:00
Howrah-1,C0077-B021,651,68.83,9,2024-05-13T07:35:00
Howrah-1,C0077-B022,629,73.57,24,2024-05-13T07:34:00
Howrah-1,C0077-B023,667,74.71,27,2024-05-13T16:08:00
Howrah-1,C0077-B024,909,83.62,41,2024-05-13T15:30:00
Howrah-1,C0077-B025,616,64.72,23,2024-05-13T15:09:00
Howrah-1,C0077-B026,788,67.55,16,2024-05-13T08:49:00
Howrah-1,C0077-B027,869,67.65,21,2024-05-13T07:13:00
Howrah-1,C0077-B028,829,63.19,8,2024-05-13T13:10:00
Howrah-1,C0077-B029,633,64.81,5,2024-05-13T14:23:00
Howrah-1,C0077-B030,681,67.96,32,2024-05-13T10:21:00
Howrah-1,C0077-B031,660,66.67,37,2024-05-13T13:02:00
Howrah-1,C0077-B032,787,68.97,7,2024-05-13T14:04:00
Howrah-1,C0077-B033,1173,78.43,56,2024-05-13T14:32:00
Howrah-1,C0077-B034,656,65.12,4,2024-05-13T14:54:00
Howrah-1,C0077-B035,821,81.12,25,2024-05-13T16:25:00
Howrah-2,C0078-B001,673,59.53,37,2024-05-13T11:57:00
Howrah-2,C0078-B002,696,65.2,28,2024-05-13T07:39:00
Howrah-2,C0078-B003,738,76.99,29,2024-05-13T09:03:00
Howrah-2,C0078-B004,786,59.31,32,2024-05-13T12:32:00
Howrah-2,C0078-B005,560,52.86,13,2024-05-13T16:26:00
Howrah-2,C0078-B006,562,58.3,24,2024-05-13T15:34:00
Howrah-2,C0078-B007,488,56.77,18,2024-05-13T08:53:00
Howrah-2,C0078-B008,807,64.53,26,2024-05-13T11:00:00
Howrah-2,C0078-B009,666,62.03,31,2024-05-13T09:17:00
Howrah-2,C0078-B010,891,69.08,27,2024-05-13T15:54:00
Howrah-2,C0078-B011,715,64.9,33,2024-05-13T15:33:00
Howrah-2,C0078-B012,642,71.56,34,2024-05-13T15:29:00
Howrah-2,C0078-B013,493,50.9,6,2024-05-13T12:32:00
Howrah-2,C0078-B014,758,54.46,8,2024-05-13T10:33:00
Howrah-2,C0078-B015,707,59.55,16,2024-05-13T16:14:00
Howrah-2,C0078-B016,897,63.82,51,2024-05-13T09:16:00
Howrah-2,C0078-B017,1040,76.48,43,2024-05-13T14:08:00
Howrah-2,C0078-B018,634,51.18,29,2024-05-13T12:46:00
Howrah-2,C0078-B019,830,63.81,11,2024-05-13T17:31:00
Howrah-2,C0078-B020,604,56.19,23,2024-05-13T11:07:00
Howrah-2,C0078-B021,860,61.51,50,2024-05-13T13:29:00
Howrah-2,C0078-B022,768,58.44,29,2024-05-13T12:23:00
Howrah-2,C0078-B023,769,77.47,33,2024-05-13T17:35:00
Howrah-2,C0078-B024,565,60.94,24,2024-05-13T09:25:00
Howrah-2,C0078-B025,742,53.48,19,2024-05-13T08:27:00
Howrah-2,C0078-B026,1008,78.31,5,2024-05-13T11:03:00
Howrah-2,C0078-B027,690,66.18,19,2024-05-13T08:41:00
Howrah-2,C0078-B028,697,78.44,8,2024-05-13T10:37:00
Howrah-2,C0078-B029,475,59.32,6,2024-05-13T13:08:00
Howrah-2,C0078-B030,556,57.98,23,2024-05-13T12:09:00
Howrah-2,C0078-B031,632,61.2,24,2024-05-13T08:29:00
Howrah-2,C0078-B032,852,61.37,9,2024-05-13T11:06:00
Howrah-2,C0078-B033,724,65.1,20,2024-05-13T11:46:00
Howrah-2,C0078-B034,864,56.84,16,2024-05-13T13:41:00
Howrah-2,C0078-B035,745,61.53,25,2024-05-13T12:04:00
Howrah-3,C0079-B001,710,53.68,9,2024-05-13T12:35:00
Howrah-3,C0079-B002,750,56.92,44,2024-05-13T08:16:00
Howrah-3,C0079-B003,682,57.59,17,2024-05-13T15:03:00
Howrah-3,C0079-B004,751,54.25,26,2024-05-13T12:56:00
Howrah-3,C0079-B005,810,59.87,24,2024-05-13T16:54:00
Howrah-3,C0079-B006,385,38.39,17,2024-05-13T11:20:00
Howrah-3,C0079-B007,604,61.95,14,2024-05-13T12:04:00
Howrah-3,C0079-B008,886,71.59,15,2024-05-13T09:06:00
Howrah-3,C0079-B009,581,56.25,9,2024-05-13T12:00:00
Howrah-3,C0079-B010,648,57.87,8,2024-05-13T16:50:00
Howrah-3,C0079-B011,836,64.79,48,2024-05-13T12:29:00
Howrah-3,C0079-B012,828,60.29,25,2024-05-13T11:48:00
Howrah-3,C0079-B013,671,60.79,21,2024-05-13T10:58:00
Howrah-3,C0079-B014,884,77.15,37,2024-05-13T17:16:00
Howrah-3,C0079-B015,491,53.71,12,2024-05-13T08:31:00
Howrah-3,C0079-B016,623,48.67,25,2024-05-13T12:34:00
Howrah-3,C0079-B017,552,60.62,24,2024-05-13T08:45:00
Howrah-3,C0079-B018,564,55.82,7,2024-05-13T10:27:00
Howrah-3,C0079-B019,619,64.98,31,2024-05-13T15:22:00
Howrah-3,C0079-B020,767,58.79,35,2024-05-13T09:04:00
Howrah-3,C0079-B021,594,62.29,28,2024-05-13T15:07:00
Howrah-3,C0079-B022,364,42.25,8,2024-05-13T13:00:00
Howrah-3,C0079-B023,487,61.28,19,2024-05-13T16:10:00
Howrah-3,C0079-B024,687,61.92,38,2024-05-13T09:17:00
Howrah-3,C0079-B025,849,60.46,32,2024-05-13T12:26:00
Howrah-3,C0079-B026,371,45.46,14,2024-05-13T13:51:00
Howrah-3,C0079-B027,676,55.16,30,2024-05-13T08:12:00
Howrah-3,C0079-B028,599,57.35,27,2024-05-13T14:51:00
Howrah-3,C0079-B029,930,59.53,29,2024-05-13T16:05:00
Howrah-3,C0079-B030,810,68.78,25,2024-05-13T11:11:00
Howrah-3,C0079-B031,494,67.07,16,2024-05-13T08:33:00
Howrah-3,C0079-B032,475,57.16,27,2024-05-13T15:32:00
Howrah-3,C0079-B033,721,54.08,33,2024-05-13T13:35:00
Howrah-3,C0079-B034,926,73.98,10,2024-05-13T12:56:00
Howrah-3,C0079-B035,516,47.74,30,2024-05-13T12:00:00
Howrah-4,C0080-B001,553,72.11,32,2024-05-13T17:25:00
Howrah-4,C0080-B002,746,61.88,33,2024-05-13T13:47:00
Howrah-4,C0080-B003,731,61.21,22,2024-05-13T10:55:00
Howrah-4,C0080-B004,919,68.08,30,2024-05-13T12:06:00
Howrah-4,C0080-B005,803,62.38,15,2024-05-13T15:10:00
Howrah-4,C0080-B006,807,62.19,35,2024-05-13T07:29:00
Howrah-4,C0080-B007,671,68.21,39,2024-05-13T12:04:00
Howrah-4,C0080-B008,1095,73.19,6,2024-05-13T09:45:00
Howrah-4,C0080-B009,414,54.06,21,2024-05-13T16:28:00
Howrah-4,C0080-B010,814,63.99,43,2024-05-13T11:59:00
Howrah-4,C0080-B011,798,63.19,26,2024-05-13T10:37:00
Howrah-4,C0080-B012,598,59.71,27,2024-05-13T07:33:00
Howrah-4,C0080-B013,616,61.07,29,2024-05-13T09:23:00
Howrah-4,C0080-B014,497,66.45,20,2024-05-13T07:11:00
Howrah-4,C0080-B015,526,56.54,28,2024-05-13T15:39:00
Howrah-4,C0080-B016,604,69.05,31,2024-05-13T13:32:00
Howrah-4,C0080-B017,948,65.78,21,2024-05-13T15:12:00
Howrah-4,C0080-B018,817,66.56,41,2024-05-13T12:12:00
Howrah-4,C0080-B019,653,65.05,35,2024-05-13T14:09:00
Howrah-4,C0080-B020,570,71.9,27,2024-05-13T15:06:00
Howrah-4,C0080-B021,709,79.79,30,2024-05-13T16:47:00
Howrah-4,C0080-B022,858,72.03,43,2024-05-13T11:42:00
Howrah-4,C0080-B023,651,66.93,38,2024-05-13T09:49:00
Howrah-4,C0080-B024,892,65.77,51,2024-05-13T09:46:00
Howrah-4,C0080-B025,663,60.52,12,2024-05-13T08:23:00
Howrah-4,C0080-B026,449,62.25,24,2024-05-13T14:27:00
Howrah-4,C0080-B027,820,67.41,43,2024-05-13T14:04:00
Howrah-4,C0080-B028,544,46.94,29,2024-05-13T12:57:00
Howrah-4,C0080-B029,532,53.56,30,2024-05-13T09:44:00
Howrah-4,C0080-B030,1116,86.82,58,2024-05-13T15:32:00
Howrah-4,C0080-B031,541,63.39,14,2024-05-13T15:36:00
Howrah-4,C0080-B032,565,57.38,20,2024-05-13T07:38:00
Howrah-4,C0080-B033,749,60.99,13,2024-05-13T15:43:00
Howrah-4,C0080-B034,679,62.43,16,2024-05-13T14:41:00
Howrah-4,C0080-B035,648,61.98,3,2024-05-13T11:29:00
Siliguri-1,C0081-B001,573,63.82,26,2024-05-13T17:20:00
Siliguri-1,C0081-B002,577,56.55,18,2024-05-13T12:57:00
Siliguri-1,C0081-B003,594,43.71,21,2024-05-13T08:15:00
Siliguri-1,C0081-B004,606,56.74,33,2024-05-13T12:17:00
Siliguri-1,C0081-B005,585,42.38,28,2024-05-13T12:38:00
Siliguri-1,C0081-B006,822,50.31,49,2024-05-13T14:05:00
Siliguri-1,C0081-B007,281,45.95,13,2024-05-13T12:26:00
Siliguri-1,C0081-B008,614,65.77,26,2024-05-13T07:30:00
Siliguri-1,C0081-B009,706,50.99,22,2024-05-13T07:18:00
Siliguri-1,C0081-B010,608,48.12,19,2024-05-13T14:47:00
Siliguri-1,C0081-B011,645,50.65,35,2024-05-13T07:22:00
Siliguri-1,C0081-B012,527,55.05,14,2024-05-13T17:21:00
Siliguri-1,C0081-B013,646,52.42,21,2024-05-13T17:40:00
Siliguri-1,C0081-B014,675,57.85,12,2024-05-13T16:55:00
Siliguri-1,C0081-B015,541,53.87,28,2024-05-13T14:00:00
Siliguri-1,C0081-B016,480,56.09,13,2024-05-13T08:52:00
Siliguri-1,C0081-B017,609,53.43,19,2024-05-13T12:30:00
Siliguri-1,C0081-B018,613,45.44,15,2024-05-13T16:41:00
Siliguri-1,C0081-B019,486,55.43,2,2024-05-13T16:31:00
Siliguri-1,C0081-B020,652,63.13,26,2024-05-13T14:10:00
Siliguri-1,C0081-B021,585,55.65,6,2024-05-13T11:17:00
Siliguri-1,C0081-B022,522,46.91,27,2024-05-13T07:39:00
Siliguri-1,C0081-B023,523,55.07,25,2024-05-13T11:15:00
Siliguri-1,C0081-B024,467,45.54,20,2024-05-13T14:30:00
Siliguri-1,C0081-B025,685,57.51,30,2024-05-13T11:09:00
Siliguri-1,C0081-B026,431,48.94,4,2024-05-13T16:51:00
Siliguri-1,C0081-B027,533,50.45,22,2024-05-13T09:15:00
Siliguri-1,C0081-B028,598,53.44,33,2024-05-13T10:40:00
Siliguri-1,C0081-B029,786,54.25,28,2024-05-13T17:10:00
Siliguri-1,C0081-B030,424,48.21,6,2024-05-13T12:36:00
Siliguri-1,C0081-B031,578,56.18,15,2024-05-13T11:29:00
Siliguri-1,C0081-B032,568,49.74,23,2024-05-13T07:45:00
Siliguri-1,C0081-B033,588,51.26,30,2024-05-13T16:52:00
Siliguri-1,C0081-B034,480,54.11,6,2024-05-13T11:54:00
Siliguri-1,C0081-B035,279,50.39,11,2024-05-13T17:18:00
Siliguri-2,C0082-B001,677,61.17,11,2024-05-13T16:07:00
Siliguri-2,C0082-B002,482,41.59,26,2024-05-13T15:43:00
Siliguri-2,C0082-B003,530,53.35,19,2024-05-13T09:54:00
Siliguri-2,C0082-B004,591,51.31,24,2024-05-13T17:09:00
Siliguri-2,C0082-B005,638,48.03,19,2024-05-13T10:09:00
Siliguri-2,C0082-B006,887,54.88,23,2024-05-13T12:55:00
Siliguri-2,C0082-B007,328,52.6,6,2024-05-13T08:58:00
Siliguri-2,C0082-B008,619,53.93,4,2024-05-13T09:42:00
Siliguri-2,C0082-B009,967,71.2,54,2024-05-13T11:53:00
Siliguri-2,C0082-B010,607,65.77,24,2024-05-13T11:09:00
Siliguri-2,C0082-B011,448,58.49,9,2024-05-13T07:33:00
Siliguri-2,C0082-B012,659,48.71,23,2024-05-13T08:23:00
Siliguri-2,C0082-B013,588,57.26,8,2024-05-13T17:09:00
Siliguri-2,C0082-B014,614,52.44,12,2024-05-13T17:32:00
Siliguri-2,C0082-B015,490,51.09,5,2024-05-13T09:33:00
Siliguri-2,C0082-B016,447,63.46,5,2024-05-13T15:49:00
Siliguri-2,C0082-B017,571,54.59,5,2024-05-13T15:42:00
Siliguri-2,C0082-B018,632,53.95,19,2024-05-13T09:01:00
Siliguri-2,C0082-B019,577,52.15,25,2024-05-13T12:58:00
Siliguri-2,C0082-B020,673,64.74,40,2024-05-13T17:06:00
Siliguri-2,C0082-B021,776,56.05,11,2024-05-13T14:26:00
Siliguri-2,C0082-B022,642,54.93,12,2024-05-13T14:31:00
Siliguri-2,C0082-B023,598,67.71,20,2024-05-13T08:52:00
Siliguri-2,C0082-B024,591,58.27,4,2024-05-13T11:43:00
Siliguri-2,C0082-B025,615,57.18,4,2024-05-13T15:12:00
Siliguri-2,C0082-B026,403,55.02,4,2024-05-13T16:35:00
Siliguri-2,C0082-B027,599,50.59,9,2024-05-13T17:54:00
Siliguri-2,C0082-B028,451,54.87,14,2024-05-13T08:55:00
Siliguri-2,C0082-B029,498,50.32,11,2024-05-13T13:12:00
Siliguri-2,C0082-B030,444,65.69,5,2024-05-13T17:03:00
Siliguri-2,C0082-B031,664,53.64,39,2024-05-13T17:57:00
Siliguri-2,C0082-B032,815,67.8,22,2024-05-13T10:30:00
Siliguri-2,C0082-B033,472,53.26,24,2024-05-13T07:25:00
Siliguri-2,C0082-B034,475,53.81,28,2024-05-13T08:54:00
Siliguri-2,C0082-B035,746,59.61,24,2024-05-13T17:54:00
Siliguri-3,C0083-B001,344,35.44,9,2024-05-13T11:34:00
Siliguri-3,C0083-B002,1021,69.47,45,2024-05-13T15:28:00
Siliguri-3,C0083-B003,713,59.09,32,2024-05-13T15:09:00
Siliguri-3,C0083-B004,818,67.79,46,2024-05-13T08:39:00
Siliguri-3,C0083-B005,395,55.97,20,2024-05-13T15:23:00
Siliguri-3,C0083-B006,678,57.53,15,2024-05-13T08:45:00
Siliguri-3,C0083-B007,692,50.84,24,2024-05-13T09:25:00
Siliguri-3,C0083-B008,648,55.57,3,2024-05-13T17:50:00
Siliguri-3,C0083-B009,756,68.85,43,2024-05-13T11:21:00
Siliguri-3,C0083-B010,606,54.81,5,2024-05-13T10:09:00
Siliguri-3,C0083-B011,613,52.94,33,2024-05-13T14:34:00
Siliguri-3,C0083-B012,1171,73.4,42,2024-05-13T12:19:00
Siliguri-3,C0083-B013,848,62.81,40,2024-05-13T09:06:00
Siliguri-3,C0083-B014,665,56.36,28,2024-05-13T17:58:00
Siliguri-3,C0083-B015,666,48.86,34,2024-05-13T15:06:00
Siliguri-3,C0083-B016,411,42.65,3,2024-05-13T16:22:00
Siliguri-3,C0083-B017,463,53.12,11,2024-05-13T17:32:00
Siliguri-3,C0083-B018,557,59.27,3,2024-05-13T15:10:00
Siliguri-3,C0083-B019,764,58.34,26,2024-05-13T15:33:00
Siliguri-3,C0083-B020,768,58.28,28,2024-05-13T07:08:00
Siliguri-3,C0083-B021,542,40.52,29,2024-05-13T11:53:00
Siliguri-3,C0083-B022,443,54.7,24,2024-05-13T15:40:00
Siliguri-3,C0083-B023,633,45.41,29,2024-05-13T10:51:00
Siliguri-3,C0083-B024,615,55.97,22,2024-05-13T14:50:00
Siliguri-3,C0083-B025,580,61.33,12,2024-05-13T12:34:00
Siliguri-3,C0083-B026,503,52.36,16,2024-05-13T11:02:00
Siliguri-3,C0083-B027,400,54.55,21,2024-05-13T09:01:00
Siliguri-3,C0083-B028,577,51.78,30,2024-05-13T08:22:00
Siliguri-3,C0083-B029,602,57.34,17,2024-05-13T11:03:00
Siliguri-3,C0083-B030,520,54.08,15,2024-05-13T15:31:00
Siliguri-3,C0083-B031,515,46.5,19,2024-05-13T08:47:00
Siliguri-3,C0083-B032,590,58.25,33,2024-05-13T12:44:00
Siliguri-3,C0083-B033,453,48.16,17,2024-05-13T11:50:00
Siliguri-3,C0083-B034,368,48.39,3,2024-05-13T07:16:00
Siliguri-3,C0083-B035,579,55.71,27,2024-05-13T14:52:00
Siliguri-4,C0084-B001,712,56.43,38,2024-05-13T11:23:00
Siliguri-4,C0084-B002,578,54.84,33,2024-05-13T08:31:00
Siliguri-4,C0084-B003,590,56.18,7,2024-05-13T07:29:00
